,permno,adate,qdate,public_date,pe_op_basic,pe_exi,pcf,dpr,npm,gpm,ptpm,roa,roe,capital_ratio,cash_debt,lt_ppent,dltt_be,debt_assets,curr_ratio,inv_turn,at_turn,rect_turn,pay_turn,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_1yrforward,PEG_ltgforward,PERMNO,date,SICCD,TICKER,DCLRDT,PAYDT,HSICMG,DIVAMT,FACPR,FACSHR,BIDLO,ASKHI,PRC,VOL,SHROUT,SPREAD,RETX,ewretd
10,10107.0,30/06/2006,30/09/2006,30/11/2006,22.075,23.302,20.418,0.27699999999999997,0.285,0.8420000000000001,0.413,0.27,0.29600000000000004,0.0,0.488,9.492,0.0,0.396,2.36,4.6930000000000005,0.674,5.895,3.536,0.151,0.027999999999999997,0.0,0.018000000000000002,7.995,1.6440000000000001,1.9969999999999999,10107,30/11/2006,7370.0,MSFT,13/09/2006,14/12/2006,,0.1,0.0,0.0,28.73,29.92,29.36,12958870.0,9830460.0,,0.022640,0.031168
11,10107.0,30/06/2006,30/09/2006,31/12/2006,22.451,23.698,20.651999999999997,0.27699999999999997,0.285,0.8420000000000001,0.413,0.27,0.29600000000000004,0.0,0.488,9.492,0.0,0.396,2.36,4.6930000000000005,0.674,5.895,3.536,0.151,0.027999999999999997,0.0,0.018000000000000002,8.087,1.672,2.031,10107,29/12/2006,7370.0,MSFT,,,,,,,28.85,30.19,29.86,11497028.0,9777000.0,,0.017030,0.0148
12,10107.0,30/06/2006,30/09/2006,31/01/2007,23.203000000000003,24.491999999999997,21.377,0.27699999999999997,0.285,0.8420000000000001,0.413,0.27,0.29600000000000004,0.0,0.488,9.492,0.0,0.396,2.36,4.6930000000000005,0.674,5.895,3.536,0.151,0.027999999999999997,0.0,0.018000000000000002,8.371,1.7280000000000002,2.102,10107,31/01/2007,7370.0,MSFT,,,,,,,29.64,31.21,30.86,13390496.0,9792314.0,,0.033490,0.022283
13,10107.0,30/06/2006,31/12/2006,28/02/2007,22.535999999999998,23.873,19.778,0.312,0.259,0.8170000000000001,0.37799999999999995,0.26,0.293,0.0,0.488,9.089,0.0,0.42200000000000004,2.19,4.927,0.687,5.598,3.446,0.15,0.027999999999999997,0.0,0.03,7.53,1.516,2.016,10107,28/02/2007,7370.0,MSFT,20/12/2006,08/03/2007,,0.1,0.0,0.0,27.87,30.56,28.17,13007733.0,9792314.0,,-0.087168,0.002111
14,10107.0,30/06/2006,31/12/2006,31/03/2007,22.296,23.619,19.128,0.312,0.259,0.8170000000000001,0.37799999999999995,0.26,0.293,0.0,0.488,9.089,0.0,0.42200000000000004,2.19,4.927,0.687,5.598,3.446,0.15,0.027999999999999997,0.0,0.03,7.282,1.5,1.743,10107,30/03/2007,7370.0,MSFT,,,,,,,26.72,28.52,27.87,12832900.0,9572000.0,,-0.010650,0.0065450000000000005
15,10107.0,30/06/2006,31/12/2006,30/04/2007,23.951999999999998,25.373,20.537,0.312,0.259,0.8170000000000001,0.37799999999999995,0.26,0.293,0.0,0.488,9.089,0.0,0.42200000000000004,2.19,4.927,0.687,5.598,3.446,0.15,0.027999999999999997,0.0,0.03,7.819,1.611,1.864,10107,30/04/2007,7370.0,MSFT,,,,,,,27.74,30.12,29.94,9676052.0,9566808.0,,0.074273,0.027044
16,10107.0,30/06/2006,31/03/2007,31/05/2007,21.462,22.079,17.608,0.272,0.28,0.833,0.405,0.3,0.358,0.0,0.488,8.479,0.0,0.44299999999999995,2.066,4.4239999999999995,0.747,5.7379999999999995,3.208,0.142,0.027999999999999997,0.0,0.042,8.395,1.275,1.6119999999999999,10107,31/05/2007,7370.0,MSFT,26/03/2007,14/06/2007,,0.1,0.0,0.0,30.17,31.11,30.6901,13176580.0,9566808.0,,0.025053,0.023122999999999998
17,10107.0,30/06/2006,31/03/2007,30/06/2007,20.608,21.201,16.577,0.272,0.28,0.833,0.405,0.3,0.358,0.0,0.488,8.479,0.0,0.44299999999999995,2.066,4.4239999999999995,0.747,5.7379999999999995,3.208,0.142,0.027999999999999997,0.0,0.042,7.904,1.224,1.771,10107,29/06/2007,7370.0,MSFT,,,,,,,29.47,30.715,29.47,11884314.0,9380000.0,,-0.039756,-0.007906
18,10107.0,30/06/2006,31/03/2007,31/07/2007,20.273,20.855999999999998,16.307000000000002,0.272,0.28,0.833,0.405,0.3,0.358,0.0,0.488,8.479,0.0,0.44299999999999995,2.066,4.4239999999999995,0.747,5.7379999999999995,3.208,0.142,0.027999999999999997,0.0,0.042,7.775,,,10107,31/07/2007,7370.0,MSFT,,,,,,,28.99,31.51,28.99,13008446.0,9380000.0,,-0.016288,-0.043537
19,10107.0,30/06/2007,30/06/2007,31/08/2007,19.951,20.232,15.136,0.273,0.275,0.818,0.39299999999999996,0.3,0.395,0.0,0.555,7.372999999999999,0.0,0.508,1.6909999999999998,7.13,0.77,4.95,2.903,0.139,0.026000000000000002,0.0,0.055999999999999994,8.662,1.256,1.7530000000000001,10107,31/08/2007,7370.0,MSFT,27/06/2007,13/09/2007,,0.1,0.0,0.0,27.81,30.0,28.73,12397224.0,9375492.0,,-0.008969,-0.011712
20,10107.0,30/06/2007,30/06/2007,30/09/2007,20.458,20.746,15.487,0.273,0.275,0.818,0.39299999999999996,0.3,0.395,0.0,0.555,7.372999999999999,0.0,0.508,1.6909999999999998,7.13,0.77,4.95,2.903,0.139,0.026000000000000002,0.0,0.055999999999999994,8.863,1.288,1.801,10107,28/09/2007,7370.0,MSFT,,,,,,,28.4201,29.5599,29.46,11168623.0,9355000.0,,0.025409,0.025363999999999998
21,10107.0,30/06/2007,30/06/2007,31/10/2007,25.563000000000002,25.923000000000002,19.351,0.273,0.275,0.818,0.39299999999999996,0.3,0.395,0.0,0.555,7.372999999999999,0.0,0.508,1.6909999999999998,7.13,0.77,4.95,2.903,0.139,0.026000000000000002,0.0,0.055999999999999994,11.074000000000002,1.609,2.25,10107,31/10/2007,7370.0,MSFT,,,,,,,29.4525,36.81,36.81,17744802.0,9355439.0,,0.249491,0.017406
22,10107.0,30/06/2007,30/09/2007,30/11/2007,21.538,22.105,16.027,0.259,0.275,0.8140000000000001,0.39299999999999996,0.33299999999999996,0.429,0.0,0.555,7.496,0.0,0.48,1.815,6.952000000000001,0.835,5.593,2.844,0.133,0.026000000000000002,0.0,0.073,9.782,1.0290000000000001,1.774,10107,30/11/2007,7370.0,MSFT,12/09/2007,13/12/2007,,0.11,0.0,0.0,32.97,37.06,33.6,18330717.0,9355439.0,,-0.087205,-0.07661699999999999
23,10107.0,30/06/2007,30/09/2007,31/12/2007,22.820999999999998,23.421,16.933,0.259,0.275,0.8140000000000001,0.39299999999999996,0.33299999999999996,0.429,0.0,0.555,7.496,0.0,0.48,1.815,6.952000000000001,0.835,5.593,2.844,0.133,0.026000000000000002,0.0,0.073,10.335,1.091,1.88,10107,31/12/2007,7370.0,MSFT,,,,,,,32.77,36.61,35.6,10700171.0,9329000.0,,0.059524,-0.010989
24,10107.0,30/06/2007,30/09/2007,31/01/2008,20.897,21.447,15.47,0.259,0.275,0.8140000000000001,0.39299999999999996,0.33299999999999996,0.429,0.0,0.555,7.496,0.0,0.48,1.815,6.952000000000001,0.835,5.593,2.844,0.133,0.026000000000000002,0.0,0.073,9.442,0.9990000000000001,1.71,10107,31/01/2008,7370.0,MSFT,,,,,,,31.93,35.37,32.6,19530535.0,9306980.0,,-0.084270,-0.045066
25,10107.0,30/06/2007,31/12/2007,29/02/2008,15.195,15.454,11.435,0.23,0.293,0.83,0.42,0.381,0.503,0.0,0.555,7.1370000000000005,0.0,0.49,1.736,8.193999999999999,0.8909999999999999,5.733,2.753,0.128,0.026000000000000002,0.0,0.079,7.352,0.606,1.347,10107,29/02/2008,7370.0,MSFT,19/12/2007,13/03/2008,,0.11,0.0,0.0,27.1999,30.4498,27.1999,23258303.0,9306980.0,,-0.165647,-0.021401
26,10107.0,30/06/2007,31/12/2007,31/03/2008,15.855,16.125,11.935,0.23,0.293,0.83,0.42,0.381,0.503,0.0,0.555,7.1370000000000005,0.0,0.49,1.736,8.193999999999999,0.8909999999999999,5.733,2.753,0.128,0.026000000000000002,0.0,0.079,7.6739999999999995,0.632,1.236,10107,31/03/2008,7370.0,MSFT,,,,,,,26.99,29.42,28.38,14572915.0,9310000.0,,0.043386,-0.025309
27,10107.0,30/06/2007,31/12/2007,30/04/2008,15.933,16.205,11.998,0.23,0.293,0.83,0.42,0.381,0.503,0.0,0.555,7.1370000000000005,0.0,0.49,1.736,8.193999999999999,0.8909999999999999,5.733,2.753,0.128,0.026000000000000002,0.0,0.079,7.7139999999999995,0.635,1.242,10107,30/04/2008,7370.0,MSFT,,,,,,,28.06,31.8,28.52,14480582.0,9313293.0,,0.004933,0.031907
28,10107.0,30/06/2007,31/03/2008,31/05/2008,15.91,16.465,12.027999999999999,0.24,0.28300000000000003,0.825,0.382,0.36700000000000005,0.495,0.0,0.555,6.772,0.0,0.493,1.625,10.579,0.8690000000000001,5.544,2.682,0.133,0.026000000000000002,0.0,0.083,7.023,0.629,1.4469999999999998,10107,30/05/2008,7370.0,MSFT,17/03/2008,12/06/2008,,0.11,0.0,0.0,28.05,30.4501,28.32,14084270.0,9313293.0,,-0.007013,0.031787
29,10107.0,30/06/2007,31/03/2008,30/06/2008,15.455,15.994000000000002,11.48,0.24,0.28300000000000003,0.825,0.382,0.36700000000000005,0.495,0.0,0.555,6.772,0.0,0.493,1.625,10.579,0.8690000000000001,5.544,2.682,0.133,0.026000000000000002,0.0,0.083,6.704,0.596,1.405,10107,30/06/2008,7370.0,MSFT,,,,,,,27.12,29.07,27.51,15648014.0,9151000.0,,-0.028602,-0.086625
30,10107.0,30/06/2007,31/03/2008,31/07/2008,14.449000000000002,14.953,10.709000000000001,0.24,0.28300000000000003,0.825,0.382,0.36700000000000005,0.495,0.0,0.555,6.772,0.0,0.493,1.625,10.579,0.8690000000000001,5.544,2.682,0.133,0.026000000000000002,0.0,0.083,6.252999999999999,,,10107,31/07/2008,7370.0,MSFT,,,,,,,25.15,27.52,25.72,16420967.0,9130293.0,,-0.065067,-0.001295
31,10107.0,30/06/2008,30/06/2008,31/08/2008,14.14,14.594000000000001,11.529000000000002,0.231,0.293,0.8390000000000001,0.39399999999999996,0.381,0.525,0.0,0.5920000000000001,5.849,0.0,0.502,1.4469999999999998,9.21,0.889,4.848,2.633,0.135,0.02,0.0,0.057999999999999996,6.867000000000001,0.975,1.321,10107,29/08/2008,7370.0,MSFT,11/06/2008,11/09/2008,,0.11,0.0,0.0,25.28,28.13,27.29,12083088.0,9130293.0,,0.061042,0.013022999999999998
32,10107.0,30/06/2008,30/06/2008,30/09/2008,13.829,14.273,11.085999999999999,0.231,0.293,0.8390000000000001,0.39399999999999996,0.381,0.525,0.0,0.5920000000000001,5.849,0.0,0.502,1.4469999999999998,9.21,0.889,4.848,2.633,0.135,0.02,0.0,0.057999999999999996,6.603,0.953,1.2919999999999998,10107,30/09/2008,7370.0,MSFT,,,,,,,24.57,27.62,26.69,19299651.0,8977000.0,,-0.021986,-0.120091
33,10107.0,30/06/2008,30/06/2008,31/10/2008,11.57,11.940999999999999,9.191,0.231,0.293,0.8390000000000001,0.39399999999999996,0.381,0.525,0.0,0.5920000000000001,5.849,0.0,0.502,1.4469999999999998,9.21,0.889,4.848,2.633,0.135,0.02,0.0,0.057999999999999996,5.474,0.93,1.081,10107,31/10/2008,7370.0,MSFT,,,,,,,21.18,26.48,22.33,30441987.0,8895573.0,,-0.163357,-0.205222
34,10107.0,30/06/2008,30/09/2008,30/11/2008,10.423,10.585999999999999,9.415,0.22899999999999998,0.28800000000000003,0.845,0.382,0.37799999999999995,0.506,0.0,0.5920000000000001,5.763,0.0,0.486,1.545,9.21,0.894,5.5329999999999995,2.748,0.14,0.02,0.0,0.02,5.354,1.4140000000000001,0.958,10107,28/11/2008,7370.0,MSFT,22/09/2008,11/12/2008,,0.13,0.0,0.0,17.53,23.53,20.22,17985595.0,8895573.0,,-0.094492,-0.13032
35,10107.0,30/06/2008,30/09/2008,31/12/2008,10.021,10.177999999999999,9.045,0.22899999999999998,0.28800000000000003,0.845,0.382,0.37799999999999995,0.506,0.0,0.5920000000000001,5.763,0.0,0.486,1.545,9.21,0.894,5.5329999999999995,2.748,0.14,0.02,0.0,0.02,5.144,1.73,1.012,10107,31/12/2008,7370.0,MSFT,,,,,,,18.61,21.01,19.44,15442392.0,8889000.0,,-0.038576,0.042176
36,10107.0,30/06/2008,30/09/2008,31/01/2009,8.814,8.953,7.957999999999999,0.22899999999999998,0.28800000000000003,0.845,0.382,0.37799999999999995,0.506,0.0,0.5920000000000001,5.763,0.0,0.486,1.545,9.21,0.894,5.5329999999999995,2.748,0.14,0.02,0.0,0.02,4.525,1.86,0.89,10107,30/01/2009,7370.0,MSFT,,,,,,,17.1,20.76,17.1,15618965.0,8890563.0,,-0.120370,-0.024041999999999997
37,10107.0,30/06/2008,31/12/2008,28/02/2009,8.455,8.636000000000001,7.066,0.244,0.278,0.8420000000000001,0.36200000000000004,0.373,0.486,0.0,0.5920000000000001,5.237,0.0,0.483,1.52,8.956,0.903,5.641,2.753,0.145,0.02,0.0,0.045,4.164,-1.4680000000000002,0.845,10107,27/02/2009,7370.0,MSFT,10/12/2008,12/03/2009,,0.13,0.0,0.0,16.15,19.66,16.15,14630937.0,8890563.0,,-0.055556,-0.10766700000000001
38,10107.0,30/06/2008,31/12/2008,31/03/2009,9.618,9.824,8.045,0.244,0.278,0.8420000000000001,0.36200000000000004,0.373,0.486,0.0,0.5920000000000001,5.237,0.0,0.483,1.52,8.956,0.903,5.641,2.753,0.145,0.02,0.0,0.045,4.7410000000000005,-1.531,0.961,10107,31/03/2009,7370.0,MSFT,,,,,,,15.15,18.83,18.37,16364071.0,8898000.0,,0.137461,0.107474
39,10107.0,30/06/2008,31/12/2008,30/04/2009,10.607000000000001,10.834000000000001,8.874,0.244,0.278,0.8420000000000001,0.36200000000000004,0.373,0.486,0.0,0.5920000000000001,5.237,0.0,0.483,1.52,8.956,0.903,5.641,2.753,0.145,0.02,0.0,0.045,5.23,-1.6880000000000002,1.06,10107,30/04/2009,7370.0,MSFT,,,,,,,18.61,20.91,20.26,15703150.0,8899720.0,,0.102885,0.192762
40,10107.0,30/06/2008,31/03/2009,31/05/2009,11.735999999999999,12.005999999999998,9.642000000000001,0.27399999999999997,0.259,0.8370000000000001,0.354,0.363,0.446,0.0,0.5920000000000001,4.879,0.0,0.48200000000000004,1.561,9.361,0.898,5.657,2.821,0.15,0.02,0.0,0.05,5.032,-1.403,1.163,10107,29/05/2009,7370.0,MSFT,09/03/2009,18/06/2009,,0.13,0.0,0.0,19.32,20.89,20.89,11077166.0,8899720.0,,0.031096,0.10232999999999999
41,10107.0,30/06/2008,31/03/2009,30/06/2009,13.354000000000001,13.661,10.982000000000001,0.27399999999999997,0.259,0.8370000000000001,0.354,0.363,0.446,0.0,0.5920000000000001,4.879,0.0,0.48200000000000004,1.561,9.361,0.898,5.657,2.821,0.15,0.02,0.0,0.05,5.732,-1.597,1.254,10107,30/06/2009,7370.0,MSFT,,,,,,,21.4,24.07,23.77,14184830.0,8908000.0,,0.137865,0.023921
42,10107.0,30/06/2008,31/03/2009,31/07/2009,13.213,13.517000000000001,10.87,0.27399999999999997,0.259,0.8370000000000001,0.354,0.363,0.446,0.0,0.5920000000000001,4.879,0.0,0.48200000000000004,1.561,9.361,0.898,5.657,2.821,0.15,0.02,0.0,0.05,5.672999999999999,-1.4040000000000001,1.253,10107,31/07/2009,7370.0,MSFT,,,,,,,22.39,25.56,23.52,15253854.0,8910674.0,,-0.010517,0.085217
43,10107.0,30/06/2009,30/06/2009,31/08/2009,14.939,15.216,11.538,0.317,0.249,0.831,0.33899999999999997,0.305,0.384,0.087,0.49700000000000005,5.087,0.095,0.49200000000000005,1.8230000000000002,11.591,0.7759999999999999,4.716,2.608,0.154,0.024,0.0,0.059000000000000004,5.553,-8.622,1.463,10107,31/08/2009,7370.0,MSFT,10/06/2009,10/09/2009,,0.13,0.0,0.0,23.13,24.69,24.65,10003985.0,8910674.0,,0.048044,0.056864
44,10107.0,30/06/2009,30/06/2009,30/09/2009,15.588,15.877,12.024000000000001,0.317,0.249,0.831,0.33899999999999997,0.305,0.384,0.087,0.49700000000000005,5.087,0.095,0.49200000000000005,1.8230000000000002,11.591,0.7759999999999999,4.716,2.608,0.154,0.024,0.0,0.059000000000000004,5.787000000000001,-8.997,1.527,10107,30/09/2009,7370.0,MSFT,,,,,,,23.86,25.94,25.72,10433262.0,8900000.0,,0.043408,0.071255
45,10107.0,30/06/2009,30/06/2009,31/10/2009,16.805999999999997,17.117,12.934000000000001,0.317,0.249,0.831,0.33899999999999997,0.305,0.384,0.087,0.49700000000000005,5.087,0.095,0.49200000000000005,1.8230000000000002,11.591,0.7759999999999999,4.716,2.608,0.154,0.024,0.0,0.059000000000000004,6.224,-9.7,1.646,10107,30/10/2009,7370.0,MSFT,,,,,,,24.64,28.68,27.73,15277741.0,8879121.0,,0.078149,-0.050612
46,10107.0,30/06/2009,30/09/2009,30/11/2009,18.614,19.097,11.993,0.336,0.245,0.831,0.33,0.314,0.381,0.047,0.49700000000000005,4.869,0.049,0.483,1.742,10.912,0.7659999999999999,5.642,2.7460000000000004,0.156,0.024,0.0,0.111,6.313,2.497,1.705,10107,30/11/2009,7370.0,MSFT,18/09/2009,10/12/2009,,0.13,0.0,0.0,27.53,30.11,29.41,10236442.0,8879121.0,,0.060584,0.028475999999999998
47,10107.0,30/06/2009,30/09/2009,31/12/2009,19.291,19.792,12.334000000000001,0.336,0.245,0.831,0.33,0.314,0.381,0.047,0.49700000000000005,4.869,0.049,0.483,1.742,10.912,0.7659999999999999,5.642,2.7460000000000004,0.156,0.024,0.0,0.111,6.492000000000001,2.588,1.7990000000000002,10107,31/12/2009,7370.0,MSFT,,,,,,,29.57,31.39,30.48,9238424.0,8811000.0,,0.036382,0.055001
48,10107.0,30/06/2009,30/09/2009,31/01/2010,17.835,18.299,11.350999999999999,0.336,0.245,0.831,0.33,0.314,0.381,0.047,0.49700000000000005,4.869,0.049,0.483,1.742,10.912,0.7659999999999999,5.642,2.7460000000000004,0.156,0.024,0.0,0.111,5.975,2.222,1.615,10107,29/01/2010,7370.0,MSFT,,,,,,,28.18,31.1,28.18,13640561.0,8770461.0,,-0.075459,-0.011387999999999999
49,10107.0,30/06/2009,31/12/2009,28/02/2010,15.332,15.84,11.995999999999999,0.284,0.27699999999999997,0.8420000000000001,0.37200000000000005,0.332,0.42700000000000005,0.065,0.49700000000000005,5.022,0.069,0.478,1.849,11.904000000000002,0.7559999999999999,5.846,2.7769999999999997,0.146,0.024,0.0,0.063,5.63,0.8690000000000001,1.3980000000000001,10107,26/02/2010,7370.0,MSFT,09/12/2009,11/03/2010,,0.13,0.0,0.0,27.72,28.969,28.67,10779015.0,8770461.0,,0.017388,0.033602999999999994
50,10107.0,30/06/2009,31/12/2009,31/03/2010,15.662,16.180999999999997,12.243,0.284,0.27699999999999997,0.8420000000000001,0.37200000000000005,0.332,0.42700000000000005,0.065,0.49700000000000005,5.022,0.069,0.478,1.849,11.904000000000002,0.7559999999999999,5.846,2.7769999999999997,0.146,0.024,0.0,0.063,5.746,0.887,1.4709999999999999,10107,31/03/2010,7370.0,MSFT,,,,,,,28.46,30.01,29.2875,11181446.0,8762000.0,,0.021538,0.069289
51,10107.0,30/06/2009,31/12/2009,30/04/2010,16.329,16.87,12.767000000000001,0.284,0.27699999999999997,0.8420000000000001,0.37200000000000005,0.332,0.42700000000000005,0.065,0.49700000000000005,5.022,0.069,0.478,1.849,11.904000000000002,0.7559999999999999,5.846,2.7769999999999997,0.146,0.024,0.0,0.063,5.992000000000001,0.925,1.534,10107,30/04/2010,7370.0,MSFT,,,,,,,29.16,31.39,30.535,13259805.0,8763839.0,,0.042595,0.05784299999999999
52,10107.0,30/06/2009,31/03/2010,31/05/2010,13.163,13.368,10.135,0.266,0.29,0.846,0.38799999999999996,0.321,0.425,0.081,0.49700000000000005,5.223,0.087,0.47700000000000004,1.932,12.411,0.7290000000000001,5.938,2.762,0.14400000000000002,0.024,0.0,0.064,4.859,0.649,1.656,10107,28/05/2010,7370.0,MSFT,08/03/2010,10/06/2010,,0.13,0.0,0.0,25.01,30.86,25.8,17259734.0,8763839.0,,-0.155068,-0.076929
53,10107.0,30/06/2009,31/03/2010,30/06/2010,11.74,11.922,8.925,0.266,0.29,0.846,0.38799999999999996,0.321,0.425,0.081,0.49700000000000005,5.223,0.087,0.47700000000000004,1.932,12.411,0.7290000000000001,5.938,2.762,0.14400000000000002,0.024,0.0,0.064,4.279,0.579,1.4769999999999999,10107,30/06/2010,7370.0,MSFT,,,,,,,23.01,26.86,23.01,16793127.0,8653567.0,,-0.108140,-0.056799
54,10107.0,30/06/2009,31/03/2010,31/07/2010,13.168,13.373,10.011000000000001,0.266,0.29,0.846,0.38799999999999996,0.321,0.425,0.081,0.49700000000000005,5.223,0.087,0.47700000000000004,1.932,12.411,0.7290000000000001,5.938,2.762,0.14400000000000002,0.024,0.0,0.064,4.7989999999999995,0.65,1.4380000000000002,10107,30/07/2010,7370.0,MSFT,,,,,,,23.16,26.16,25.81,14132280.0,8653567.0,,0.121686,0.05994
55,10107.0,30/06/2010,30/06/2010,31/08/2010,11.015999999999998,11.174000000000001,8.435,0.242,0.3,0.8420000000000001,0.4,0.325,0.436,0.09699999999999999,0.603,5.234,0.106,0.46399999999999997,2.129,13.573,0.762,5.162999999999999,2.697,0.139,0.026000000000000002,0.0,0.065,4.376,0.903,1.078,10107,31/08/2010,7370.0,MSFT,16/06/2010,09/09/2010,,0.13,0.0,0.0,23.465,26.33,23.465,12827745.0,8653567.0,,-0.090856,-0.047566000000000004
56,10107.0,30/06/2010,30/06/2010,30/09/2010,11.498,11.662,8.71,0.242,0.3,0.8420000000000001,0.4,0.325,0.436,0.09699999999999999,0.603,5.234,0.106,0.46399999999999997,2.129,13.573,0.762,5.162999999999999,2.697,0.139,0.026000000000000002,0.0,0.065,4.519,0.9420000000000001,1.125,10107,30/09/2010,7370.0,MSFT,,,,,,,23.85,25.43,24.49,12779695.0,8562000.0,,0.043682,0.09641799999999999
57,10107.0,30/06/2010,30/06/2010,31/10/2010,12.519,12.698,9.477,0.242,0.3,0.8420000000000001,0.4,0.325,0.436,0.09699999999999999,0.603,5.234,0.106,0.46399999999999997,2.129,13.573,0.762,5.162999999999999,2.697,0.139,0.026000000000000002,0.0,0.065,4.916,1.111,1.354,10107,29/10/2010,7370.0,MSFT,,,,,,,23.91,26.665,26.665,12854487.0,8555523.0,,0.088812,0.040681
